"Overlast";"Perioden";"Wijken en buurten";"Geregistreerde overlast (aantal)"
"Totaal registraties overlast";"2023 april";"Buikslotermeer";"      26"
"Totaal registraties overlast";"2023 april";"Rode Kruisbuurt";"       5"
"Totaal registraties overlast";"2023 april";"Loenermark";"       7"
"Totaal registraties overlast";"2023 april";"Buikslotermeerplein";"       5"
"Totaal registraties overlast";"2023 april";"Plan van Gool";"       4"
"Totaal registraties overlast";"2023 april";"De Kleine Wereld";"       2"
"Totaal registraties overlast";"2023 april";"Buikslotermeer Noord";"       3"
"Totaal registraties overlast";"2023 april";"Banne Buiksloot";"      33"
"Totaal registraties overlast";"2023 april";"Banne Zuidwest";"       2"
"Totaal registraties overlast";"2023 april";"Banne Zuidoost";"      10"
"Totaal registraties overlast";"2023 april";"Banne Noordwest";"      11"
"Totaal registraties overlast";"2023 april";"Banne Noordoost";"      10"
"Totaal registraties overlast";"2023 april";"Buiksloterbreek";"       0"
"Totaal registraties overlast";"2023 april";"Marjoleinterrein";"       0"
"Totaal registraties overlast";"2023 april";"Noordelijke IJ-oevers West";"      20"
"Totaal registraties overlast";"2023 april";"Papaverweg e.o.";"       6"
"Totaal registraties overlast";"2023 april";"Cornelis Douwesterrein";"       0"
"Totaal registraties overlast";"2023 april";"NDSM terrein";"       6"
"Totaal registraties overlast";"2023 april";"Buiksloterham";"       3"
"Totaal registraties overlast";"2023 april";"Overhoeks";"       5"
"Totaal registraties overlast";"2023 april";"Noordelijke IJ-oevers Oost";"       5"
"Totaal registraties overlast";"2023 april";"Bedrijventerrein Hamerstraat";"       4"
"Totaal registraties overlast";"2023 april";"Zamenhofstraat e.o.";"       0"
"Totaal registraties overlast";"2023 april";"Bedrijventerrein Nieuwendammerdijk";"       1"
"Totaal registraties overlast";"2023 april";"Waterland";"       2"
"Totaal registraties overlast";"2023 april";"Schellingwoude West";"       1"
"Totaal registraties overlast";"2023 april";"Schellingwoude Oost";"       0"
"Totaal registraties overlast";"2023 april";"Schellingwoude Noord";"       0"
"Totaal registraties overlast";"2023 april";"Durgerdam";"       0"
"Totaal registraties overlast";"2023 april";"Zwarte Gouw";"       0"
"Totaal registraties overlast";"2023 april";"Ransdorp";"       0"
"Totaal registraties overlast";"2023 april";"Holysloot";"       0"
"Totaal registraties overlast";"2023 april";"Zunderdorp";"       0"
"Totaal registraties overlast";"2023 april";"Noorderstrook West";"       1"
"Totaal registraties overlast";"2023 april";"Noorderstrook Oost";"       0"
"Totaal registraties overlast";"2023 april";"Elzenhagen";"       9"
"Totaal registraties overlast";"2023 april";"Nintemanterrein";"       0"
"Totaal registraties overlast";"2023 april";"Elzenhagen Zuid";"       6"
"Totaal registraties overlast";"2023 april";"Elzenhagen Noord";"       3"
"Totaal registraties overlast";"2023 april";"Chassébuurt";"       7"
"Totaal registraties overlast";"2023 april";"Kortenaerkwartier";"       3"
"Totaal registraties overlast";"2023 april";"Filips van Almondekwartier";"       0"
"Totaal registraties overlast";"2023 april";"De Wester Quartier";"       3"
"Totaal registraties overlast";"2023 april";"Van Brakelkwartier";"       1"
"Totaal registraties overlast";"2023 april";"Slotermeer-Noordoost";"      17"
"Totaal registraties overlast";"2023 april";"Buurt 3";"      11"
"Totaal registraties overlast";"2023 april";"Buurt 2";"       6"
"Totaal registraties overlast";"2023 april";"Slotermeer-Zuidwest";"      22"
"Totaal registraties overlast";"2023 april";"Slotermeer Zuid";"       3"
"Totaal registraties overlast";"2023 april";"Noordoever Sloterplas";"       6"
"Totaal registraties overlast";"2023 april";"Buurt 4 Oost";"       3"
"Totaal registraties overlast";"2023 april";"Buurt 5 Noord";"       3"
"Totaal registraties overlast";"2023 april";"Sloterpark";"       2"
"Totaal registraties overlast";"2023 april";"Buurt 5 Zuid";"       5"
"Totaal registraties overlast";"2023 april";"Geuzenveld";"      25"
"Totaal registraties overlast";"2023 april";"Buurt 6";"       4"
"Totaal registraties overlast";"2023 april";"Buurt 7";"       9"
"Totaal registraties overlast";"2023 april";"Buurt 8";"       8"
"Totaal registraties overlast";"2023 april";"Buurt 9";"       3"
"Totaal registraties overlast";"2023 april";"Eendrachtspark";"       1"
"Totaal registraties overlast";"2023 april";"Eendracht";"       5"
"Totaal registraties overlast";"2023 april";"Osdorper Binnenpolder";"       0"
"Totaal registraties overlast";"2023 april";"Buurt 10";"       5"
"Totaal registraties overlast";"2023 april";"Lutkemeer/Ookmeer";"       4"
"Totaal registraties overlast";"2023 april";"Ookmeer";"       2"
"Totaal registraties overlast";"2023 april";"Osdorper Bovenpolder";"       1"
"Totaal registraties overlast";"2023 april";"Bedrijvenpark Lutkemeer";"       1"
"Totaal registraties overlast";"2023 april";"Osdorp-Oost";"      53"
"Totaal registraties overlast";"2023 april";"Wildeman";"      26"
"Totaal registraties overlast";"2023 april";"Meer en Oever";"       2"
"Totaal registraties overlast";"2023 april";"Osdorpplein e.o.";"      17"
"Totaal registraties overlast";"2023 april";"Calandlaan/Lelylaan";"       3"
"Totaal registraties overlast";"2023 april";"Osdorp Zuidoost";"       5"
"Totaal registraties overlast";"2023 april";"Osdorp-Midden";"      27"
"Totaal registraties overlast";"2023 april";"Osdorp Midden Noord";"       4"
"Totaal registraties overlast";"2023 april";"Osdorp Midden Zuid";"       7"
"Totaal registraties overlast";"2023 april";"Zuidwestkwadrant Osdorp Noord";"       9"
"Totaal registraties overlast";"2023 april";"Zuidwestkwadrant Osdorp Zuid";"       7"
"Totaal registraties overlast";"2023 april";"De Punt";"      22"
"Totaal registraties overlast";"2023 april";"De Punt";"      18"
"Totaal registraties overlast";"2023 april";"Bedrijvencentrum Osdorp";"       4"
"Totaal registraties overlast";"2023 april";"Middelveldsche Akerpolder";"      13"
"Totaal registraties overlast";"2023 april";"Middelveldsche Akerpolder";"       3"
"Totaal registraties overlast";"2023 april";"De Aker West";"       1"
"Totaal registraties overlast";"2023 april";"De Aker Oost";"       9"
"Totaal registraties overlast";"2023 april";"Slotervaart Noord";"      11"
"Totaal registraties overlast";"2023 april";"Oostoever Sloterplas";"       0"
"Totaal registraties overlast";"2023 april";"Emanuel van Meterenbuurt";"       5"
"Totaal registraties overlast";"2023 april";"Jacob Geelbuurt";"       6"
"Totaal registraties overlast";"2023 april";"Overtoomse Veld";"      28"
"Totaal registraties overlast";"2023 april";"Overtoomse Veld Noord";"      10"
"Totaal registraties overlast";"2023 april";"Overtoomse Veld Zuid";"      10"
"Totaal registraties overlast";"2023 april";"Rembrandtpark Noord";"       1"
"Totaal registraties overlast";"2023 april";"Rembrandtpark Zuid";"       2"
"Totaal registraties overlast";"2023 april";"Johan Jongkindbuurt";"       2"
"Totaal registraties overlast";"2023 april";"Lucas/Andreasziekenhuis e.o.";"       3"
"Totaal registraties overlast";"2023 april";"Westlandgracht";"      39"
"Totaal registraties overlast";"2023 april";"Koningin Wilhelminaplein";"       2"
"Totaal registraties overlast";"2023 april";"Andreasterrein";"       2"
"Totaal registraties overlast";"2023 april";"Delflandpleinbuurt Oost";"      16"
"Totaal registraties overlast";"2023 april";"Delflandpleinbuurt West";"      16"
"Totaal registraties overlast";"2023 april";"Riekerhaven";"       2"
"Totaal registraties overlast";"2023 april";"Schipluidenbuurt";"       1"
"Totaal registraties overlast";"2023 april";"Sloter-/Riekerpolder";"      13"
"Totaal registraties overlast";"2023 april";"Riekerpolder";"       0"
"Totaal registraties overlast";"2023 april";"Park Haagseweg";"       0"
"Totaal registraties overlast";"2023 april";"Nieuwe Meer";"       1"
"Totaal registraties overlast";"2023 april";"Sloterweg e.o.";"       0"
"Totaal registraties overlast";"2023 april";"Nieuw Sloten Noordwest";"       5"
"Totaal registraties overlast";"2023 april";"Nieuw Sloten Noordoost";"       2"
"Totaal registraties overlast";"2023 april";"Belgiëplein e.o.";"       1"
"Totaal registraties overlast";"2023 april";"Nieuw Sloten Zuidwest";"       1"
"Totaal registraties overlast";"2023 april";"Nieuw Sloten Zuidoost";"       2"
"Totaal registraties overlast";"2023 april";"Dorp Sloten";"       1"
"Totaal registraties overlast";"2023 april";"Slotervaart Zuid";"      29"
"Totaal registraties overlast";"2023 april";"Louis Chrispijnbuurt";"       8"
"Totaal registraties overlast";"2023 april";"Jacques Veltmanbuurt";"       8"
"Totaal registraties overlast";"2023 april";"Staalmanbuurt";"      10"
"Totaal registraties overlast";"2023 april";"Medisch Centrum Slotervaart";"       3"
"Totaal registraties overlast";"2023 april";"Buitenveldert-West";"      16"
"Totaal registraties overlast";"2023 april";"Gelderlandpleinbuurt";"       7"
"Totaal registraties overlast";"2023 april";"Buitenveldert Midden Zuid";"       7"
"Totaal registraties overlast";"2023 april";"Buitenveldert Zuidwest";"       1"
"Totaal registraties overlast";"2023 april";"Amsterdamse Bos";"       0"
"Totaal registraties overlast";"2023 april";"Buitenveldert West Midden";"       1"
"Totaal registraties overlast";"2023 april";"Zuiderhof";"       0"
"Totaal registraties overlast";"2023 april";"Buitenveldert-Oost";"      16"
"Totaal registraties overlast";"2023 april";"De Klenckebuurt";"       1"
"Totaal registraties overlast";"2023 april";"Buitenveldert Oost Midden";"      12"
"Totaal registraties overlast";"2023 april";"Buitenveldert Zuidoost";"       2"
"Totaal registraties overlast";"2023 april";"Amstelpark";"       1"
"Totaal registraties overlast";"2023 april";"Amstel III/Bullewijk";"      17"
"Totaal registraties overlast";"2023 april";"Hoofdcentrum Zuidoost";"       4"
"Totaal registraties overlast";"2023 april";"Amstel III deel A/B Noord";"       2"
"Totaal registraties overlast";"2023 april";"Amstel III deel C/D Noord";"       2"
"Totaal registraties overlast";"2023 april";"Amstel III deel A/B Zuid";"       3"
"Totaal registraties overlast";"2023 april";"Amstel III deel C/D Zuid";"       2"
"Totaal registraties overlast";"2023 april";"AMC";"       4"
"Totaal registraties overlast";"2023 april";"Hoge Dijk";"       0"
"Totaal registraties overlast";"2023 april";"Bijlmer Centrum (D,F,H)";"      59"
"Totaal registraties overlast";"2023 april";"Venserpolder West";"      14"
"Totaal registraties overlast";"2023 april";"Venserpolder Oost";"       2"
"Totaal registraties overlast";"2023 april";"D-buurt";"       1"
"Totaal registraties overlast";"2023 april";"F-buurt";"       3"
"Totaal registraties overlast";"2023 april";"Amsterdamse Poort";"      27"
"Totaal registraties overlast";"2023 april";"Hoptille";"       6"
"Totaal registraties overlast";"2023 april";"Rechte H-buurt";"       5"
"Totaal registraties overlast";"2023 april";"Hakfort/Huigenbos";"       1"
"Totaal registraties overlast";"2023 april";"Huntum";"       0"
"Totaal registraties overlast";"2023 april";"Vogeltjeswei";"       0"
"Totaal registraties overlast";"2023 april";"Nelson Mandelapark";"       0"
"Totaal registraties overlast";"2023 april";"Bijlmer Oost (E,G,K)";"      61"
"Totaal registraties overlast";"2023 april";"E-buurt";"       7"
"Totaal registraties overlast";"2023 april";"G-buurt West";"      11"
"Totaal registraties overlast";"2023 april";"Bijlmermuseum Noord";"       5"
"Totaal registraties overlast";"2023 april";"Kortvoort";"       3"
"Totaal registraties overlast";"2023 april";"Kelbergen";"       2"
"Totaal registraties overlast";"2023 april";"K-buurt Midden";"       2"
"Totaal registraties overlast";"2023 april";"K-buurt Zuidoost";"       2"
"Totaal registraties overlast";"2023 april";"K-buurt Zuidwest";"       2"
"Totaal registraties overlast";"2023 april";"Grunder/Koningshoef";"       0"
"Totaal registraties overlast";"2023 april";"G-buurt Oost";"      16"
"Totaal registraties overlast";"2023 april";"Kantershof";"       2"
"Totaal registraties overlast";"2023 april";"Gooise Kant";"       1"
"Totaal registraties overlast";"2023 april";"G-buurt Noord";"       3"
"Totaal registraties overlast";"2023 april";"Bijlmermuseum Zuid";"       5"
"Totaal registraties overlast";"2023 april";"Nellestein";"      10"
"Totaal registraties overlast";"2023 april";"L-buurt";"       8"
"Totaal registraties overlast";"2023 april";"Gaasperpark";"       0"
"Totaal registraties overlast";"2023 april";"Gaasperplas";"       2"
"Totaal registraties overlast";"2023 april";"Holendrecht/Reigersbos";"      36"
"Totaal registraties overlast";"2023 april";"Holendrecht West";"      10"
"Totaal registraties overlast";"2023 april";"Reigersbos Noord";"       6"
"Totaal registraties overlast";"2023 april";"Holendrecht Oost";"       2"
"Totaal registraties overlast";"2023 april";"Gaasperdam Noord";"      11"
"Totaal registraties overlast";"2023 april";"Gaasperdam Zuid";"       2"
"Totaal registraties overlast";"2023 april";"Reigersbos Midden";"       2"
"Totaal registraties overlast";"2023 april";"Reigersbos Zuid";"       3"
"Totaal registraties overlast";"2023 april";"Gein";"      15"
"Totaal registraties overlast";"2023 april";"Gein Noordwest";"       7"
"Totaal registraties overlast";"2023 april";"Gein Zuidwest";"       0"
"Totaal registraties overlast";"2023 april";"Gein Noordoost";"       1"
"Totaal registraties overlast";"2023 april";"Gein Zuidoost";"       7"
"Totaal registraties overlast";"2023 april";"Driemond";"       4"
"Totaal registraties overlast";"2023 april";"Dorp Driemond";"       4"
"Totaal registraties overlast";"2023 april";"Landelijk gebied Driemond";"       0"
"Overlast door verward persoon";"2023 april";"Amsterdam";"     678"
"Overlast door verward persoon";"2023 april";"Burgwallen-Oude Zijde";"      13"
"Overlast door verward persoon";"2023 april";"Kop Zeedijk";"       0"
"Overlast door verward persoon";"2023 april";"Oude Kerk e.o.";"       5"
"Overlast door verward persoon";"2023 april";"Burgwallen Oost";"       6"
"Overlast door verward persoon";"2023 april";"Nes e.o.";"       1"
"Overlast door verward persoon";"2023 april";"BG-terrein e.o.";"       1"
"Overlast door verward persoon";"2023 april";"Burgwallen-Nieuwe Zijde";"      29"
"Overlast door verward persoon";"2023 april";"Stationsplein e.o.";"       9"
"Overlast door verward persoon";"2023 april";"Hemelrijk";"       1"
"Overlast door verward persoon";"2023 april";"Nieuwendijk Noord";"      11"
"Overlast door verward persoon";"2023 april";"Spuistraat Noord";"       2"
"Overlast door verward persoon";"2023 april";"Nieuwe Kerk e.o.";"       3"
"Overlast door verward persoon";"2023 april";"Spuistraat Zuid";"       1"
"Overlast door verward persoon";"2023 april";"Begijnhofbuurt";"       2"
"Overlast door verward persoon";"2023 april";"Kalverdriehoek";"       0"
"Overlast door verward persoon";"2023 april";"Grachtengordel-West";"       2"
"Overlast door verward persoon";"2023 april";"Langestraat e.o.";"       2"
"Overlast door verward persoon";"2023 april";"Leliegracht e.o.";"       0"
"Overlast door verward persoon";"2023 april";"Felix Meritisbuurt";"       0"
"Overlast door verward persoon";"2023 april";"Leidsegracht Noord";"       0"
"Overlast door verward persoon";"2023 april";"Grachtengordel-Zuid";"       4"
"Overlast door verward persoon";"2023 april";"Spiegelbuurt";"       1"
"Overlast door verward persoon";"2023 april";"Gouden Bocht";"       1"
"Overlast door verward persoon";"2023 april";"Van Loonbuurt";"       0"
"Overlast door verward persoon";"2023 april";"Amstelveldbuurt";"       0"
